x,y,color
615.5725720964639,209.20933812361784,1
596.4735553580085,200.91328396829707,1
598.5419781049143,193.1583905817752,1
591.2381602152988,183.35917664997305,1
585.103605658927,178.2825915547692,1
623.2151961205695,188.9471922105938,1
609.7714470920763,173.6173985614719,1
592.6927117442143,197.84845494286898,1
611.2994018880124,178.55254241724438,1
614.6268444038645,210.19100714895808,1
591.6084335452528,204.05627297022207,1
598.4334347607297,191.1093478365118,1
569.9340399055445,188.95527448014272,1
579.5043948418858,204.44893424162106,1
588.3292003081572,174.5093750248971,1
574.4868706091484,189.5348496126894,1
569.8168887822441,173.6688525571531,1
581.6535432380776,177.59697777039048,1
572.1722232056339,175.16028304559256,1
565.2594818222453,200.22105788483577,1
602.5865732140234,183.3645676360123,1
558.1305849866039,188.51073505180926,1
551.0328192691588,212.3333585496613,1
574.9819945222476,188.95485971775895,1
581.6704348584285,205.73638663521592,1
571.6625729463661,186.43755941191557,1
571.6790649832606,189.92041358783595,1
565.7077079664231,204.80699550149112,1
580.4330575587405,202.42288941356276,1
557.5002561658602,198.65244778766007,1
564.981693464139,186.32474715002346,1
531.5821548833624,216.95608722226427,1
563.8457335176593,195.24450728176936,1
556.3734760969903,215.25203285717737,1
568.1458437469612,217.63709321334508,1
559.2413086005438,187.8034173925779,1
549.4859239720155,189.38687960671444,1
541.9310613461898,188.10694273842194,1
534.6869453169057,183.9435733727944,1
544.6307278917603,208.26658902744856,1
541.0991837243507,199.8814636358774,1
541.2920758586853,212.76737908589,1
530.541176199837,190.76705585975049,1
539.4799189365924,215.61005349852772,1
547.6371694573343,189.82915048081566,1
514.9444931061649,227.8134677210843,1
546.3552118088793,195.74687121136967,1
551.4490138592348,226.79107007417215,1
513.1569002252016,197.06621372022227,1
517.394378574785,190.80949051616892,1
520.4883056119825,198.67060727024054,1
517.1133552558225,232.96909147090633,1
523.1278676802573,238.0009638787545,1
504.64628497310986,219.7390316440559,1
513.2452583929883,239.02708386131468,1
509.80937534911817,228.39919652773915,1
509.8060805685189,229.01087363653298,1
509.65015705530385,210.833829965813,1
498.9737518778369,237.03478759917203,1
523.7948579086442,223.03010442376458,1
532.882373773773,216.43257547376942,1
484.5318213107336,242.4415511723812,1
500.12980532403424,242.24092424754042,1
510.06936270794307,214.90519544982513,1
495.1477703502907,246.15033956694663,1
499.51843516727575,233.7047476949908,1
504.6548860106371,228.60603101905494,1
483.77378807336805,252.17051472107227,1
487.2660617891719,249.80177487627122,1
508.41166522338693,214.88764096023502,1
488.4701310265213,226.78552818729167,1
479.1747825028286,238.8909492898682,1
483.8254040850014,254.9585284619512,1
501.23891455959625,232.80299876868995,1
475.47488946632626,231.49572704727632,1
501.28955677269846,253.2710783648226,1
496.64080303242946,242.12845504510017,1
491.8140867728997,253.0230748890277,1
479.7294720152853,239.4135674539687,1
501.60441613626205,262.7847685038911,1
496.2085607085663,240.20004876690732,1
473.8803999595436,267.02615387815734,1
510.63056266821087,253.25909172478327,1
482.5570917497404,266.6440872297919,1
479.58437669188595,242.812398121028,1
508.20909134190106,261.9755699128981,1
478.3887117150621,239.0299230859972,1
500.7882571620493,243.493613665513,1
490.88117056376655,249.64089755334462,1
490.6323458484739,263.88437621445445,1
475.86451266224174,272.71565284672903,1
503.10978324145117,270.76795090695686,1
487.65683103376693,258.82072865182823,1
478.26613669782813,281.2701646261431,1
497.96675703354595,285.07736344563443,1
489.38153005261813,274.1403046727942,1
475.99767581291894,266.8283069263903,1
478.80736886816817,277.03337651251434,1
474.19789061946966,268.2407047779188,1
494.8846910258876,271.5067262086494,1
488.0667472827453,271.20226829907585,1
477.6126440198455,279.0159332132134,1
502.8755338361015,290.74308496766986,1
500.7275485444286,278.2288205380628,1
490.89090020327507,264.5775670030232,1
488.02572032314356,297.9426295897507,1
495.6643972401554,305.3541870746092,1
486.62168417734813,301.4769749102006,1
487.1725768144752,281.48483155558057,1
513.0665594447719,265.93483531670495,1
510.97119635733634,265.2760984674373,1
485.7825378042349,318.3807082670207,1
511.88630431078184,291.85597099974,1
481.2669600886807,300.9494552984373,1
493.8405708410748,317.83377982076763,1
497.3668057993287,312.21030362275513,1
480.8142130505862,280.0638155234508,1
476.3280921707912,314.85713532748593,1
496.599461768414,284.8843845839616,1
493.1094524772575,313.68465620031066,1
502.6609159488683,282.97751998334155,1
490.35385980245036,322.59018957096185,1
497.97672819595925,290.4922716134844,1
478.9405314809189,327.93519095268636,1
489.80925089392053,304.2489908443775,1
